timestamp_iso,status_code,latency_ms,error
2026-09-11T16:49:32.412288+00:00,201,45.90,
2026-09-11T16:49:32.444505+00:00,201,44.16,
2026-09-11T16:49:32.475600+00:00,201,53.83,
2026-09-11T16:49:32.497335+00:00,201,39.14,
2026-09-11T16:49:32.523598+00:00,201,40.32,
2026-09-11T16:49:32.523598+00:00,201,43.88,
2026-09-11T16:49:32.568731+00:00,201,47.19,
2026-09-11T16:49:32.563304+00:00,201,51.12,
2026-09-11T16:49:32.541710+00:00,201,131.73,
2026-09-11T16:49:32.570482+00:00,201,119.36,
2026-09-11T16:49:32.616337+00:00,201,109.87,
2026-09-11T16:49:32.619172+00:00,201,178.29,
2026-09-11T16:49:32.614650+00:00,201,185.87,
2026-09-11T16:49:32.691345+00:00,201,171.56,
2026-09-11T16:49:32.656900+00:00,201,209.73,
2026-09-11T16:49:32.673875+00:00,201,226.66,
2026-09-11T16:49:32.723222+00:00,201,210.44,
2026-09-11T16:49:32.797279+00:00,201,178.89,
2026-09-11T16:49:32.772697+00:00,201,206.08,
2026-09-11T16:49:32.722594+00:00,201,301.89,
2026-09-11T16:49:32.831042+00:00,201,202.08,
2026-09-11T16:49:32.862552+00:00,201,189.23,
2026-09-11T16:49:32.801305+00:00,201,255.21,
2026-09-11T16:49:32.898902+00:00,201,171.27,
2026-09-11T16:49:32.894357+00:00,201,188.00,
2026-09-11T16:49:32.935070+00:00,201,161.45,
2026-09-11T16:49:32.864830+00:00,201,234.77,
2026-09-11T16:49:32.978699+00:00,201,137.00,
2026-09-11T16:49:32.975678+00:00,201,141.80,
2026-09-11T16:49:32.936982+00:00,201,205.67,
2026-09-11T16:49:33.003443+00:00,201,143.73,
2026-09-11T16:49:33.023593+00:00,201,126.20,
2026-09-11T16:49:33.027919+00:00,201,127.50,
2026-09-11T16:49:33.052379+00:00,201,134.43,
2026-09-11T16:49:33.057113+00:00,201,150.57,
2026-09-11T16:49:33.046158+00:00,201,159.06,
2026-09-11T16:49:33.064427+00:00,201,145.86,
2026-09-11T16:49:33.081221+00:00,201,145.06,
2026-09-11T16:49:33.094990+00:00,201,154.97,
2026-09-11T16:49:33.094990+00:00,201,160.73,
2026-09-11T16:49:33.094990+00:00,201,172.02,
2026-09-11T16:49:33.115356+00:00,201,159.36,
2026-09-11T16:49:33.118358+00:00,201,168.21,
2026-09-11T16:49:33.143168+00:00,201,161.57,
2026-09-11T16:49:33.145175+00:00,201,169.92,
2026-09-11T16:49:33.151190+00:00,201,170.11,
2026-09-11T16:49:33.138101+00:00,201,182.54,
2026-09-11T16:49:33.160881+00:00,201,185.26,
2026-09-11T16:49:33.185772+00:00,201,166.27,
2026-09-11T16:49:33.185772+00:00,201,176.65,
2026-09-11T16:49:33.206159+00:00,201,170.57,
2026-09-11T16:49:33.206159+00:00,201,177.79,
2026-09-11T16:49:33.217513+00:00,201,174.99,
2026-09-11T16:49:33.218548+00:00,201,178.01,
2026-09-11T16:49:33.249553+00:00,201,199.36,
2026-09-11T16:49:33.262370+00:00,201,193.73,
2026-09-11T16:49:33.245788+00:00,201,210.43,
2026-09-11T16:49:33.266474+00:00,201,208.01,
2026-09-11T16:49:33.287139+00:00,201,203.99,
2026-09-11T16:49:33.274786+00:00,201,218.10,
2026-09-11T16:49:33.304291+00:00,201,213.89,
2026-09-11T16:49:33.303283+00:00,201,224.83,
2026-09-11T16:49:33.317030+00:00,201,219.07,
2026-09-11T16:49:33.320770+00:00,201,228.37,
2026-09-11T16:49:33.322328+00:00,201,252.13,
2026-09-11T16:49:33.345047+00:00,201,233.23,
2026-09-11T16:49:33.345047+00:00,201,253.36,
2026-09-11T16:49:33.353140+00:00,201,251.51,
2026-09-11T16:49:33.363877+00:00,201,255.61,
2026-09-11T16:49:33.373043+00:00,201,254.63,
2026-09-11T16:49:33.386434+00:00,201,247.64,
2026-09-11T16:49:33.388441+00:00,201,265.26,
2026-09-11T16:49:33.392828+00:00,201,264.33,
2026-09-11T16:49:33.404292+00:00,201,254.84,
2026-09-11T16:49:33.456017+00:00,201,236.08,
2026-09-11T16:49:33.451416+00:00,201,243.35,
2026-09-11T16:49:33.448088+00:00,201,249.97,
2026-09-11T16:49:33.456616+00:00,201,251.42,
2026-09-11T16:49:33.474124+00:00,201,238.19,
2026-09-11T16:49:33.489748+00:00,201,241.57,
2026-09-11T16:49:33.489258+00:00,201,248.26,
2026-09-11T16:49:33.489748+00:00,201,249.21,
2026-09-11T16:49:33.518861+00:00,201,231.43,
2026-09-11T16:49:33.524520+00:00,201,232.33,
2026-09-11T16:49:33.534753+00:00,201,233.35,
2026-09-11T16:49:33.531622+00:00,201,245.47,
2026-09-11T16:49:33.548084+00:00,201,234.97,
2026-09-11T16:49:33.573023+00:00,201,228.77,
2026-09-11T16:49:33.573023+00:00,201,233.99,
2026-09-11T16:49:33.598002+00:00,201,243.23,
2026-09-11T16:49:33.604202+00:00,201,239.47,
2026-09-11T16:49:33.600688+00:00,201,245.18,
2026-09-11T16:49:33.618875+00:00,201,237.09,
2026-09-11T16:49:33.632018+00:00,201,242.53,
2026-09-11T16:49:33.632018+00:00,201,242.57,
2026-09-11T16:49:33.649404+00:00,201,249.22,
2026-09-11T16:49:33.656409+00:00,201,247.67,
2026-09-11T16:49:33.649404+00:00,201,255.59,
2026-09-11T16:49:33.658120+00:00,201,249.45,
2026-09-11T16:49:33.689764+00:00,201,244.24,
2026-09-11T16:49:33.689764+00:00,201,252.62,
2026-09-11T16:49:33.689764+00:00,201,259.69,
2026-09-11T16:49:33.698093+00:00,201,263.33,
2026-09-11T16:49:33.711684+00:00,201,256.87,
2026-09-11T16:49:33.706422+00:00,201,263.81,
2026-09-11T16:49:33.734676+00:00,201,266.40,
2026-09-11T16:49:33.734676+00:00,201,272.28,
2026-09-11T16:49:33.731087+00:00,201,276.22,
2026-09-11T16:49:33.739807+00:00,201,271.57,
2026-09-11T16:49:33.748053+00:00,201,267.05,
2026-09-11T16:49:33.756366+00:00,201,270.18,
2026-09-11T16:49:33.769009+00:00,201,280.72,
2026-09-11T16:49:33.773004+00:00,201,275.11,
2026-09-11T16:49:33.781477+00:00,201,283.21,
2026-09-11T16:49:33.782485+00:00,201,282.81,
2026-09-11T16:49:33.804043+00:00,201,280.73,
2026-09-11T16:49:33.806125+00:00,201,287.63,
2026-09-11T16:49:33.841284+00:00,201,284.17,
2026-09-11T16:49:33.841284+00:00,201,282.18,
2026-09-11T16:49:33.839345+00:00,201,298.20,
2026-09-11T16:49:33.841284+00:00,201,297.54,
2026-09-11T16:49:33.856492+00:00,201,294.77,
2026-09-11T16:49:33.873119+00:00,201,290.44,
2026-09-11T16:49:33.873119+00:00,201,298.74,
2026-09-11T16:49:33.873119+00:00,201,300.82,
2026-09-11T16:49:33.900028+00:00,201,289.79,
2026-09-11T16:49:33.904042+00:00,201,300.67,
2026-09-11T16:49:33.906432+00:00,201,300.34,
2026-09-11T16:49:33.906432+00:00,201,303.17,
2026-09-11T16:49:33.931984+00:00,201,305.69,
2026-09-11T16:49:33.931984+00:00,201,312.86,
2026-09-11T16:49:33.948594+00:00,201,303.79,
2026-09-11T16:49:33.947694+00:00,201,309.70,
2026-09-11T16:49:33.958910+00:00,201,311.58,
2026-09-11T16:49:33.969858+00:00,201,316.63,
2026-09-11T16:49:33.973137+00:00,201,316.39,
2026-09-11T16:49:33.967848+00:00,201,324.40,
2026-09-11T16:49:34.003869+00:00,201,313.58,
2026-09-11T16:49:34.009566+00:00,201,312.55,
2026-09-11T16:49:34.006470+00:00,201,318.28,
2026-09-11T16:49:34.011581+00:00,201,317.34,
2026-09-11T16:49:34.011581+00:00,201,452.19,
2026-09-11T16:49:34.048650+00:00,201,418.84,
2026-09-11T16:49:34.031049+00:00,201,441.40,
2026-09-11T16:49:34.017609+00:00,201,456.07,
2026-09-11T16:49:34.051181+00:00,201,419.72,
2026-09-11T16:49:34.064954+00:00,201,410.93,
2026-09-11T16:49:34.060536+00:00,201,414.83,
2026-09-11T16:49:34.100606+00:00,201,378.09,
2026-09-11T16:49:34.085199+00:00,201,396.34,
2026-09-11T16:49:34.064954+00:00,201,415.79,
2026-09-11T16:49:34.123478+00:00,201,374.05,
2026-09-11T16:49:34.126268+00:00,201,375.43,
2026-09-11T16:49:34.123478+00:00,201,387.47,
2026-09-11T16:49:34.139974+00:00,201,371.14,
2026-09-11T16:49:34.131685+00:00,201,382.92,
2026-09-11T16:49:34.150697+00:00,201,371.27,
2026-09-11T16:49:34.167462+00:00,201,377.03,
2026-09-11T16:49:34.173708+00:00,201,371.81,
2026-09-11T16:49:34.172703+00:00,201,378.44,
2026-09-11T16:49:34.167462+00:00,201,387.56,
2026-09-11T16:49:34.192783+00:00,201,378.90,
2026-09-11T16:49:34.205222+00:00,201,387.47,
2026-09-11T16:49:34.208227+00:00,201,387.46,
2026-09-11T16:49:34.213228+00:00,201,385.52,
2026-09-11T16:49:34.214227+00:00,201,396.13,
2026-09-11T16:49:34.241960+00:00,201,384.81,
2026-09-11T16:49:34.241960+00:00,201,389.71,
2026-09-11T16:49:34.246518+00:00,201,383.66,
2026-09-11T16:49:34.256376+00:00,201,384.25,
2026-09-11T16:49:34.271999+00:00,201,386.41,
2026-09-11T16:49:34.269466+00:00,201,390.24,
2026-09-11T16:49:34.283479+00:00,201,386.33,
2026-09-11T16:49:34.283479+00:00,201,387.32,
2026-09-11T16:49:34.293577+00:00,201,387.28,
2026-09-11T16:49:34.317343+00:00,201,381.70,
2026-09-11T16:49:34.317343+00:00,201,386.95,
2026-09-11T16:49:34.327044+00:00,201,382.58,
2026-09-11T16:49:34.313004+00:00,201,404.86,
2026-09-11T16:49:34.326026+00:00,201,397.24,
2026-09-11T16:49:34.373588+00:00,201,400.39,
2026-09-11T16:49:34.436537+00:00,201,347.12,
2026-09-11T16:49:34.452893+00:00,201,340.39,
2026-09-11T16:49:34.467957+00:00,201,340.17,
2026-09-11T16:49:34.467957+00:00,201,350.23,
2026-09-11T16:49:34.482332+00:00,201,341.92,
2026-09-11T16:49:34.485346+00:00,201,344.99,
2026-09-11T16:49:34.483339+00:00,201,350.20,
2026-09-11T16:49:34.467957+00:00,201,363.50,
2026-09-11T16:49:34.474573+00:00,201,360.18,
2026-09-11T16:49:34.474573+00:00,201,366.76,
2026-09-11T16:49:34.499517+00:00,201,349.79,
2026-09-11T16:49:34.503705+00:00,201,351.64,
2026-09-11T16:49:34.474573+00:00,201,381.57,
2026-09-11T16:49:34.474573+00:00,201,390.43,
2026-09-11T16:49:34.506863+00:00,201,357.77,
2026-09-11T16:49:34.513448+00:00,201,366.24,
2026-09-11T16:49:34.519659+00:00,201,362.59,
2026-09-11T16:49:34.519659+00:00,201,360.76,
2026-09-11T16:49:34.537349+00:00,201,365.56,
2026-09-11T16:49:34.547179+00:00,201,362.94,
2026-09-11T16:49:34.547179+00:00,201,367.04,
2026-09-11T16:49:34.556540+00:00,201,361.20,
2026-09-11T16:49:34.537349+00:00,201,377.22,
2026-09-11T16:49:34.566332+00:00,201,370.71,
2026-09-11T16:49:34.584990+00:00,201,370.49,
2026-09-11T16:49:34.584990+00:00,201,374.66,
2026-09-11T16:49:34.595238+00:00,201,373.38,
2026-09-11T16:49:34.595238+00:00,201,375.21,
2026-09-11T16:49:34.609879+00:00,201,369.80,
2026-09-11T16:49:34.630706+00:00,201,365.99,
2026-09-11T16:49:34.627729+00:00,201,370.94,
2026-09-11T16:49:34.633504+00:00,201,364.96,
2026-09-11T16:49:34.627729+00:00,201,380.53,
2026-09-11T16:49:34.641456+00:00,201,369.96,
2026-09-11T16:49:34.657652+00:00,201,376.95,
2026-09-11T16:49:34.660166+00:00,201,376.92,
2026-09-11T16:49:34.672854+00:00,201,383.06,
