timestamp_iso,status_code,latency_ms,error
2026-09-11T20:55:50.438828+00:00,201,626.09,
2026-09-11T20:55:50.462335+00:00,201,1249.18,
2026-09-11T20:55:50.463924+00:00,201,1296.04,
2026-09-11T20:55:50.463924+00:00,201,1348.95,
2026-09-11T20:55:50.442000+00:00,201,1397.84,
2026-09-11T20:55:50.440962+00:00,201,1406.46,
2026-09-11T20:55:50.472479+00:00,201,1379.72,
2026-09-11T20:55:50.479468+00:00,201,1399.77,
2026-09-11T20:55:50.472479+00:00,201,1407.07,
2026-09-11T20:55:50.445050+00:00,201,1453.88,
2026-09-11T20:55:50.443038+00:00,201,1457.82,
2026-09-11T20:55:50.482055+00:00,201,1472.38,
2026-09-11T20:55:50.484059+00:00,201,1477.78,
2026-09-11T20:55:50.489166+00:00,201,1519.60,
2026-09-11T20:55:50.492545+00:00,201,1539.38,
2026-09-11T20:55:50.495965+00:00,201,1555.21,
2026-09-11T20:55:50.497551+00:00,201,1603.70,
2026-09-11T20:55:50.447273+00:00,201,1666.85,
2026-09-11T20:55:50.446792+00:00,201,1682.80,
2026-09-11T20:55:50.450188+00:00,201,1682.52,
2026-09-11T20:55:50.497551+00:00,201,1641.86,
2026-09-11T20:55:50.458316+00:00,201,1707.63,
2026-09-11T20:55:50.450188+00:00,201,1724.25,
2026-09-11T20:55:50.505946+00:00,201,1687.13,
2026-09-11T20:55:50.505946+00:00,201,1741.98,
2026-09-11T20:55:50.505946+00:00,201,1775.34,
2026-09-11T20:55:50.514527+00:00,201,1814.57,
2026-09-11T20:55:50.517686+00:00,201,1874.33,
2026-09-11T20:55:50.521701+00:00,201,1911.07,
2026-09-11T20:55:50.525152+00:00,201,1955.74,
2026-09-11T20:55:50.528068+00:00,201,2008.11,
2026-09-11T20:55:50.531132+00:00,201,2037.65,
2026-09-11T20:55:50.534826+00:00,201,2087.35,
2026-09-11T20:55:50.538473+00:00,201,2133.75,
2026-09-11T20:55:50.538983+00:00,201,2185.14,
2026-09-11T20:55:50.543461+00:00,201,2210.52,
2026-09-11T20:55:50.547256+00:00,201,2262.33,
2026-09-11T20:55:50.547256+00:00,201,2317.20,
2026-09-11T20:55:50.556520+00:00,201,2432.12,
2026-09-11T20:55:50.558535+00:00,201,2434.25,
