timestamp_iso,status_code,latency_ms,error
2026-09-11T01:13:42.834248+00:00,200,34.12,
2026-09-11T01:13:42.802745+00:00,200,67.14,
2026-09-11T01:13:42.866328+00:00,200,12.07,
2026-09-11T01:13:42.866328+00:00,200,15.23,
2026-09-11T01:13:42.881595+00:00,200,13.85,
2026-09-11T01:13:42.881595+00:00,200,15.14,
2026-09-11T01:13:42.865708+00:00,200,33.25,
2026-09-11T01:13:42.897396+00:00,200,12.36,
2026-09-11T01:13:42.898901+00:00,200,14.73,
2026-09-11T01:13:42.894881+00:00,200,18.80,
2026-09-11T01:13:42.884124+00:00,200,34.05,
2026-09-11T01:13:42.886129+00:00,200,32.20,
2026-09-11T01:13:42.906513+00:00,200,16.50,
2026-09-11T01:13:42.914861+00:00,200,14.43,
2026-09-11T01:13:42.912855+00:00,200,17.39,
2026-09-11T01:13:42.915869+00:00,200,14.86,
2026-09-11T01:13:42.915869+00:00,200,16.79,
2026-09-11T01:13:42.921395+00:00,200,17.56,
2026-09-11T01:13:42.925925+00:00,200,15.12,
2026-09-11T01:13:42.928578+00:00,200,16.54,
2026-09-11T01:13:42.910850+00:00,200,37.07,
2026-09-11T01:13:42.928578+00:00,200,19.49,
2026-09-11T01:13:42.928578+00:00,200,18.28,
2026-09-11T01:13:42.928578+00:00,200,20.37,
2026-09-11T01:13:42.938128+00:00,200,18.43,
2026-09-11T01:13:42.942009+00:00,200,18.10,
2026-09-11T01:13:42.944507+00:00,200,19.09,
2026-09-11T01:13:42.947537+00:00,200,19.12,
2026-09-11T01:13:42.947537+00:00,200,22.51,
2026-09-11T01:13:42.951926+00:00,200,24.46,
2026-09-11T01:13:42.960175+00:00,200,20.36,
2026-09-11T01:13:42.963645+00:00,200,21.07,
2026-09-11T01:13:42.938128+00:00,200,50.89,
2026-09-11T01:13:42.968167+00:00,200,24.04,
2026-09-11T01:13:42.951926+00:00,200,41.59,
2026-09-11T01:13:42.975938+00:00,200,24.38,
2026-09-11T01:13:42.978894+00:00,200,21.87,
2026-09-11T01:13:42.951926+00:00,200,51.21,
2026-09-11T01:13:42.985460+00:00,200,24.62,
2026-09-11T01:13:42.989495+00:00,200,23.75,
2026-09-11T01:13:42.991503+00:00,200,22.99,
2026-09-11T01:13:42.996115+00:00,200,26.73,
2026-09-11T01:13:42.996115+00:00,200,23.67,
2026-09-11T01:13:42.996115+00:00,200,26.52,
2026-09-11T01:13:43.006818+00:00,200,25.32,
2026-09-11T01:13:43.010157+00:00,200,25.22,
2026-09-11T01:13:43.010157+00:00,200,26.24,
2026-09-11T01:13:43.016403+00:00,200,27.99,
2026-09-11T01:13:43.023963+00:00,200,23.79,
2026-09-11T01:13:43.025990+00:00,200,23.35,
2026-09-11T01:13:42.970174+00:00,200,89.00,
2026-09-11T01:13:42.972181+00:00,200,89.48,
2026-09-11T01:13:43.027505+00:00,200,34.96,
2026-09-11T01:13:43.035220+00:00,200,28.11,
2026-09-11T01:13:43.034372+00:00,200,37.68,
2026-09-11T01:13:43.044917+00:00,200,28.75,
2026-09-11T01:13:43.048944+00:00,200,27.03,
2026-09-11T01:13:43.046933+00:00,200,30.45,
2026-09-11T01:13:43.003789+00:00,200,76.04,
2026-09-11T01:13:42.951926+00:00,200,126.80,
2026-09-11T01:13:43.035220+00:00,200,51.44,
2026-09-11T01:13:43.060706+00:00,200,26.20,
2026-09-11T01:13:43.063780+00:00,200,26.27,
2026-09-11T01:13:43.070145+00:00,200,34.41,
2026-09-11T01:13:43.070145+00:00,200,34.42,
2026-09-11T01:13:43.076643+00:00,200,32.46,
2026-09-11T01:13:43.040060+00:00,200,70.18,
2026-09-11T01:13:43.087889+00:00,200,26.00,
2026-09-11T01:13:43.053180+00:00,200,56.08,
2026-09-11T01:13:43.076643+00:00,200,42.79,
2026-09-11T01:13:43.087889+00:00,200,36.60,
